gene,meta_go_in_degree,meta_go_out_degree,meta_go_in_strength,meta_go_out_strength,meta_pathway_count,meta_is_perturbable
SLC7A2,-1.3174176,-1.3174176,-1.4297695,-1.4297695,0.31337905,0.0
PCM1,-0.23762502,-0.23762502,-0.4721307,-0.4721307,1.332205,0.0
ASAH1,-0.95240515,-0.95240515,-1.1250329,-1.1250329,0.80272734,0.0
ATP6V1B2,0.49154323,0.49154323,0.36617327,0.36617327,1.2280035,0.0
DOK2,1.1727018,1.1727018,1.2435976,1.2435976,0.5935012,0.0
FGF17,0.0715042,0.0715042,-0.05343706,-0.05343706,2.142628,0.0
DMTN,-1.5485461,-1.5485461,-1.6196446,-1.6196446,-0.111897096,0.0
PHYHIP,-0.20793359,-0.20793359,-0.25543812,-0.25543812,-1.0265216,0.0
PIWIL2,-0.6783861,-0.6783861,-0.9246247,-0.9246247,-0.44945776,0.0
PDLIM2,0.49154323,0.49154323,0.41992727,0.41992727,-1.0265216,0.0
EGR3,0.32479438,0.32479438,0.41945833,0.41945833,0.46516666,0.0
PEBP4,1.0179465,1.0179465,1.2708904,1.2708904,-1.0265216,0.0
TNFRSF10B,0.059679095,0.059679095,-0.120222196,-0.120222196,1.170565,0.0
LOXL2,-0.6451398,-0.6451398,-0.9083044,-0.9083044,0.31337905,0.0
SLC25A37,0.55526835,0.55526835,0.5556889,0.5556889,-1.0265216,0.0
NKX3-1,0.051683635,0.051683635,-0.093995005,-0.093995005,-1.0265216,0.0
CDCA2,0.5688927,0.5688927,0.52601254,0.52601254,-1.0265216,0.0
BNIP3L,-0.41617954,-0.41617954,-0.63077754,-0.63077754,0.12760599,0.0
DPYSL2,0.8573747,0.8573747,0.79510355,0.79510355,0.5935012,0.0
STMN4,-1.1220818,-1.1220818,-1.2714616,-1.2714616,-1.0265216,0.0
PTK2B,-2.1190996,-2.1190996,-1.914215,-1.914215,1.170565,0.0
EPHX2,-1.5887616,-1.5887616,-1.6422322,-1.6422322,0.46516666,0.0
CLU,-1.4400889,-1.4400889,-1.5464468,-1.5464468,0.9697911,0.0
ESCO2,-0.43199095,-0.43199095,-0.66037345,-0.66037345,0.31337905,0.0
DUSP4,0.74528366,0.74528366,0.6960453,0.6960453,1.8323655,0.0
TMEM66,0.31656542,0.31656542,0.22945975,0.22945975,-1.0265216,0.0
RBPMS,0.6743142,0.6743142,0.62672114,0.62672114,-1.0265216,0.0
TTI2,0.6809204,0.6809204,0.6606464,0.6606464,-1.0265216,1.0
RNF122,0.8825051,0.8825051,0.8668282,0.8668282,-1.0265216,0.0
GPR124,0.022962118,0.022962118,-0.1242788,-0.1242788,-1.0265216,0.0
RAB11FIP1,-0.74999833,-0.74999833,-0.9493142,-0.9493142,-1.0265216,0.0
EIF4EBP1,1.0035452,1.0035452,1.0010917,1.0010917,0.5935012,0.0
STAR,-1.4073584,-1.4073584,-1.5244989,-1.5244989,0.31337905,0.0
PPAPDC1B,1.1400883,1.1400883,1.2560308,1.2560308,-1.0265216,0.0
FGFR1,-0.74999833,-0.74999833,-0.93980044,-0.93980044,1.9334018,0.0
TACC1,0.7407686,0.7407686,0.63597333,0.63597333,-1.0265216,0.0
PLEKHA2,1.1586713,1.1586713,1.1777357,1.1777357,0.31337905,0.0
KAT6A,0.36969098,0.36969098,0.2452498,0.2452498,0.5935012,0.0
PLAT,-1.2376819,-1.2376819,-1.3705546,-1.3705546,0.31337905,0.0
CEBPD,0.80562735,0.80562735,1.0107037,1.0107037,0.7046697,0.0
PRKDC,-0.7253088,-0.7253088,-0.9440477,-0.9440477,0.5935012,0.0
MCM4,0.42383915,0.42383915,0.33778235,0.33778235,1.3797911,0.0
PCMTD1,1.0913627,1.0913627,1.2108927,1.2108927,-1.0265216,0.0
RB1CC1,-1.5485461,-1.5485461,-1.5162344,-1.5162344,-0.111897096,0.0
RGS20,1.1253847,1.1253847,1.1749059,1.1749059,0.31337905,0.0
TCEA1,1.0904448,1.0904448,1.18896,1.18896,1.2280035,0.0
XKR4,0.523099,0.523099,0.55929035,0.55929035,-1.0265216,0.0
SDCBP,-0.44816607,-0.44816607,-0.7105612,-0.7105612,0.9697911,0.0
CA8,0.7571839,0.7571839,0.7489572,0.7489572,-1.0265216,0.0
ASPH,-0.10531548,-0.10531548,-0.31163943,-0.31163943,0.7046697,0.0
ARFGEF1,0.027137658,0.027137658,-0.16600049,-0.16600049,-1.0265216,0.0
TRAM1,0.48505852,0.48505852,0.46944854,0.46944854,-0.111897096,0.0
RPL7,1.032059,1.032059,1.0814394,1.0814394,1.9334018,0.0
RDH10,-1.3174176,-1.3174176,-1.4750873,-1.4750873,0.46516666,0.0
LY96,-0.7253088,-0.7253088,-0.9605506,-0.9605506,2.0018673,0.0
JPH1,0.7003756,0.7003756,0.6636526,0.6636526,-1.0265216,0.0
HEY1,0.37985104,0.37985104,0.37470847,0.37470847,1.3797911,0.0
FABP5,0.5897832,0.5897832,0.44273844,0.44273844,0.5935012,0.0
IMPA1,0.26506093,0.26506093,0.0914955,0.0914955,-0.44945776,0.0
CA13,1.1040893,1.1040893,1.149505,1.149505,-1.0265216,0.0
CA1,1.1743344,1.1743344,1.2494078,1.2494078,0.8904428,0.0
CALB1,-1.6768237,-1.6768237,-1.6698258,-1.6698258,-0.44945776,0.0
NECAB1,1.4144386,1.4144386,1.5884819,1.5884819,-1.0265216,0.0
TMEM55A,0.7285852,0.7285852,0.77570087,0.77570087,-1.0265216,0.0
SLC26A7,-1.5887616,-1.5887616,-1.3966407,-1.3966407,0.12760599,0.0
RUNX1T1,1.0895258,1.0895258,1.2042248,1.2042248,-1.0265216,0.0
RBM12B,0.99728185,0.99728185,1.1240124,1.1240124,-1.0265216,0.0
GEM,-0.20793359,-0.20793359,-0.35423067,-0.35423067,-0.111897096,0.0
CCNE2,1.0360396,1.0360396,1.0456096,1.0456096,1.8587973,0.0
TP53INP1,0.13499986,0.13499986,-0.07297323,-0.07297323,0.46516666,0.0
UQCRB,-0.4240408,-0.4240408,-0.6379747,-0.6379747,-0.111897096,0.0
PTDSS1,0.13856246,0.13856246,0.08856631,0.08856631,0.12760599,1.0
SDC2,0.61369777,0.61369777,0.5830033,0.5830033,2.0651276,0.0
CPQ,-0.10531548,-0.10531548,-0.26850244,-0.26850244,-1.0265216,0.0
LAPTM4B,-0.2814172,-0.2814172,-0.49272063,-0.49272063,-1.0265216,0.0
MATN2,0.4285612,0.4285612,0.45830777,0.45830777,-1.0265216,0.0
VPS13B,-1.7775066,-1.7775066,-1.6638056,-1.6638056,-1.0265216,0.0
FBXO43,0.99412924,0.99412924,1.0839506,1.0839506,-1.0265216,0.0
RNF19A,0.6743142,0.6743142,0.58335793,0.58335793,0.12760599,0.0
UBR5,0.83396304,0.83396304,0.7692259,0.7692259,-1.0265216,0.0
KLF10,0.61007106,0.61007106,0.87131625,0.87131625,-1.0265216,0.0
RIMS2,-1.9621004,-1.9621004,-1.7432451,-1.7432451,-1.0265216,0.0
DPYS,0.32206213,0.32206213,0.17275886,0.17275886,-0.44945776,0.0
LRP12,0.26208612,0.26208612,0.15543294,0.15543294,0.46516666,0.0
ANGPT1,-1.5887616,-1.5887616,-1.6379366,-1.6379366,0.5935012,0.0
EIF3E,1.0468717,1.0468717,1.0458013,1.0458013,0.9697911,0.0
PKHD1L1,-0.24986145,-0.24986145,-0.4361087,-0.4361087,-1.0265216,0.0
RAD21,0.48505852,0.48505852,0.34636432,0.34636432,1.5081258,0.0
FAM83A,0.84965706,0.84965706,0.84421515,0.84421515,-0.111897096,0.0
ATAD2,1.1856565,1.1856565,1.2926358,1.2926358,-0.111897096,0.0
FBXO32,1.4647555,1.4647555,1.6630006,1.6630006,0.5935012,0.0
TATDN1,0.924433,0.924433,0.9777701,0.9777701,-1.0265216,0.0
MTSS1,-1.2129924,-1.2129924,-1.3897109,-1.3897109,-1.0265216,0.0
SQLE,0.30263275,0.30263275,0.25157848,0.25157848,0.5935012,0.0
TRIB1,0.36969098,0.36969098,0.18693428,0.18693428,0.46516666,0.0
MYC,-1.5105056,-1.5105056,-1.6224493,-1.6224493,2.42275,0.0
NDRG1,0.946189,0.946189,0.9003988,0.9003988,0.12760599,0.0
KCNK9,-0.71328133,-0.71328133,-0.79040223,-0.79040223,0.31337905,0.0
GPR20,0.1595663,0.1595663,0.10682464,0.10682464,0.12760599,0.0
PTP4A3,0.48938805,0.48938805,0.3545873,0.3545873,-1.0265216,0.0
ARC,-2.6067832,-2.6067832,-2.0720341,-2.0720341,0.46516666,0.0
LYNX1,-1.2898228,-1.2898228,-1.3847196,-1.3847196,-1.0265216,0.0
LY6E,-0.57317865,-0.57317865,-0.81147015,-0.81147015,0.12760599,0.0
GSDMD,-0.024682859,-0.024682859,-0.22804758,-0.22804758,1.332205,0.0
MROH6,0.17996123,0.17996123,0.3344842,0.3344842,-1.0265216,0.0
MAPK15,-0.4240408,-0.4240408,-0.5601483,-0.5601483,-1.0265216,0.0
EPPK1,-1.8950422,-1.8950422,-1.7522513,-1.7522513,-1.0265216,0.0
PLEC,-1.7775066,-1.7775066,-1.7105881,-1.7105881,0.9697911,0.0
PARP10,0.18663049,0.18663049,0.004858218,0.004858218,1.0422304,0.0
GRINA,0.7761023,0.7761023,0.8362465,0.8362465,-1.0265216,0.0
EXOSC4,0.3541701,0.3541701,0.19119944,0.19119944,1.170565,0.0
CYHR1,1.3533247,1.3533247,1.5803282,1.5803282,-1.0265216,0.0
MFSD3,0.88496965,0.88496965,1.0974929,1.0974929,-1.0265216,0.0
ZNF34,1.5015457,1.5015457,1.8604364,1.8604364,-1.0265216,0.0
FOXD4,0.7601275,0.7601275,1.0443897,1.0443897,-1.0265216,0.0
DOCK8,0.40705782,0.40705782,0.2594411,0.2594411,0.80272734,0.0
KANK1,-0.2137725,-0.2137725,-0.46338025,-0.46338025,0.46516666,0.0
RFX3,0.6082507,0.6082507,0.7662048,0.7662048,-1.0265216,0.0
KIAA1432,0.25909856,0.25909856,0.12093957,0.12093957,-1.0265216,0.0
ZDHHC21,0.29413873,0.29413873,0.18658257,0.18658257,0.31337905,0.0
PSIP1,1.226184,1.226184,1.3212793,1.3212793,0.80272734,0.0
PLIN2,0.91033727,0.91033727,0.846098,0.846098,1.170565,0.0
RPS6,0.38737616,0.38737616,0.310447,0.310447,2.2788537,0.0
ACER2,-2.449784,-2.449784,-2.034109,-2.034109,-0.111897096,0.0
EQTN,0.20303138,0.20303138,0.13542251,0.13542251,-1.0265216,0.0
TOPORS,-0.48167607,-0.48167607,-0.69956714,-0.69956714,0.46516666,0.0
NDUFB6,-0.047454417,-0.047454417,-0.19975822,-0.19975822,0.12760599,0.0
DNAJA1,0.37224478,0.37224478,0.21024859,0.21024859,0.12760599,0.0
B4GALT1,-1.8950422,-1.8950422,-1.8177631,-1.8177631,1.332205,0.0
SPINK4,0.725506,0.725506,0.8150918,0.8150918,-1.0265216,0.0
BAG1,1.398021,1.398021,1.5184134,1.5184134,0.12760599,0.0
CHMP5,-2.1190996,-2.1190996,-1.664791,-1.664791,0.46516666,0.0
AQP3,-0.12571041,-0.12571041,-0.3516628,-0.3516628,0.31337905,0.0
PRSS3,0.124203034,0.124203034,0.07292453,0.07292453,0.5935012,0.0
UBAP2,1.3109865,1.3109865,1.4799715,1.4799715,-1.0265216,0.0
ENHO,-0.05209864,-0.05209864,-0.148152,-0.148152,-1.0265216,0.0
RPP25L,1.1103673,1.1103673,1.2519163,1.2519163,-1.0265216,0.0
DCTN3,0.16983774,0.16983774,0.015325608,0.015325608,1.8050672,0.0
VCP,-1.3461391,-1.3461391,-1.4877391,-1.4877391,2.2788537,0.0
STOML2,-2.8091903,-2.8091903,-2.1135223,-2.1135223,-0.111897096,0.0
FAM214B,1.2695062,1.2695062,1.6068971,1.6068971,-1.0265216,0.0
CCDC107,1.0858375,1.0858375,1.5209424,1.5209424,-1.0265216,0.0
TLN1,0.027137658,0.027137658,-0.15547025,-0.15547025,1.8844155,0.0
HINT2,-1.0415851,-1.0415851,-1.217373,-1.217373,0.31337905,0.0
TMEM8B,1.1022853,1.1022853,1.1768912,1.1768912,-1.0265216,0.0
CLTA,-0.7253088,-0.7253088,-0.9639692,-0.9639692,1.7476288,0.0
ZNF658,0.48722678,0.48722678,0.727852,0.727852,-1.0265216,0.0
CBWD3,1.2185694,1.2185694,1.4516399,1.4516399,-1.0265216,0.0
TJP2,0.17322856,0.17322856,-0.030799286,-0.030799286,1.0422304,0.0
PTAR1,-0.23762502,-0.23762502,-0.28208145,-0.28208145,-1.0265216,0.0
SMC5,0.0715042,0.0715042,-0.11718775,-0.11718775,0.12760599,0.0
TMEM2,0.43558508,0.43558508,0.3181971,0.3181971,-1.0265216,0.0
ANXA1,-1.8950422,-1.8950422,-1.7974634,-1.7974634,1.108868,0.0
OSTF1,0.25909856,0.25909856,0.16450466,0.16450466,-0.44945776,0.0
VPS13A,-1.0806828,-1.0806828,-1.2651932,-1.2651932,-1.0265216,0.0
PSAT1,1.2193346,1.2193346,1.3078486,1.3078486,-0.111897096,0.0
TLE4,0.88496965,0.88496965,0.90107626,0.90107626,0.80272734,0.0
FRMD3,0.78890777,0.78890777,0.9438291,0.9438291,-1.0265216,0.0
C9orf64,0.6368263,0.6368263,0.75103647,0.75103647,-1.0265216,0.0
SLC28A3,-1.8338228,-1.8338228,-1.7624253,-1.7624253,0.31337905,0.0
ZCCHC6,0.7688859,0.7688859,0.7015121,0.7015121,-1.0265216,0.0
CTSL,-0.90386325,-0.90386325,-0.9867908,-0.9867908,1.8844155,0.0
NXNL2,-2.449784,-2.449784,-2.0151327,-2.0151327,-1.0265216,0.0
C9orf47,-0.08549491,-0.08549491,-0.22120593,-0.22120593,-1.0265216,0.0
CKS2,-0.6783861,-0.6783861,-0.8104584,-0.8104584,-1.0265216,0.0
SEMA4D,-1.3461391,-1.3461391,-1.4051219,-1.4051219,0.5935012,0.0
GADD45G,0.98778105,0.98778105,1.0201479,1.0201479,-1.0265216,0.0
IARS,1.0922796,1.0922796,1.110547,1.110547,-1.0265216,0.0
NOL8,0.5708175,0.5708175,0.5645676,0.5645676,-1.0265216,0.0
ECM2,-1.18914,-1.18914,-1.1984696,-1.1984696,-1.0265216,0.0
ZNF484,0.59165186,0.59165186,0.96243566,0.96243566,-1.0265216,0.0
SUSD3,1.2374536,1.2374536,1.6225897,1.6225897,-1.0265216,0.0
NINJ1,-1.1660699,-1.1660699,-1.3028319,-1.3028319,-1.0265216,0.0
ERCC6L2,0.86879456,0.86879456,0.82025534,0.82025534,-1.0265216,0.0
SLC35D2,-1.18914,-1.18914,-1.2820253,-1.2820253,1.0422304,0.0
CTSV,-0.020215776,-0.020215776,-0.07992112,-0.07992112,1.2280035,0.0
TMOD1,-1.2129924,-1.2129924,-1.2432917,-1.2432917,-0.111897096,0.0
HEMGN,1.0035452,1.0035452,1.126099,1.126099,-1.0265216,0.0
ANP32B,0.9416642,0.9416642,0.90654856,0.90654856,-1.0265216,0.0
NANS,0.11323813,0.11323813,-0.030951675,-0.030951675,0.31337905,0.0
COL15A1,-0.011365482,-0.011365482,-0.040365297,-0.040365297,0.7046697,0.0
SEC61B,0.71774876,0.71774876,0.6820796,0.6820796,0.80272734,1.0
ERP44,0.09078161,0.09078161,-0.055619225,-0.055619225,-0.44945776,0.0
BAAT,-2.2130494,-2.2130494,-1.9020617,-1.9020617,0.80272734,0.0
NIPSNAP3A,1.4786459,1.4786459,1.734761,1.734761,-1.0265216,0.0
ABCA1,-3.094467,-3.094467,-2.1580563,-2.1580563,1.0422304,0.0
TAL2,0.37224478,0.37224478,0.5442208,0.5442208,-1.0265216,0.0
FRRS1L,0.37985104,0.37985104,0.4329796,0.4329796,-1.0265216,0.0
ZNF483,0.56113946,0.56113946,1.049657,1.049657,-1.0265216,0.0
PTBP3,-0.37813905,-0.37813905,-0.43129212,-0.43129212,-1.0265216,0.0
SLC31A2,0.28554073,0.28554073,0.20301262,0.20301262,-1.0265216,0.0
SLC31A1,-0.62381756,-0.62381756,-0.75958586,-0.75958586,0.12760599,0.0
RGS3,1.181634,1.181634,1.2472188,1.2472188,0.31337905,0.0
AKNA,0.81384057,0.81384057,0.7522073,0.7522073,-1.0265216,0.0
DFNB31,-1.6314158,-1.6314158,-1.6338521,-1.6338521,-1.0265216,0.0
PAPPA,0.09834696,0.09834696,0.016769975,0.016769975,-0.44945776,0.0
CDK5RAP2,-0.6898267,-0.6898267,-0.90464723,-0.90464723,1.332205,0.0
PHF19,1.0360396,1.0360396,1.1494862,1.1494862,-0.44945776,0.0
TRAF1,0.44253984,0.44253984,0.28488693,0.28488693,0.31337905,0.0
CNTRL,-0.13090283,-0.13090283,-0.34734502,-0.34734502,1.5468549,0.0
GSN,-0.7887371,-0.7887371,-0.9837206,-0.9837206,0.9697911,0.0
PTGS1,-0.056773394,-0.056773394,-0.25951436,-0.25951436,0.5935012,0.0
STRBP,1.0565765,1.0565765,1.1061878,1.1061878,-1.0265216,0.0
CRB2,-0.9693598,-0.9693598,-1.2003614,-1.2003614,-1.0265216,0.0
HSPA5,-1.0415851,-1.0415851,-1.1793287,-1.1793287,1.5838622,1.0
MAPKAP1,0.38737616,0.38737616,0.21796274,0.21796274,1.6192942,0.0
ZBTB43,0.9617998,0.9617998,1.2457527,1.2457527,-1.0265216,0.0
GARNL3,-0.22559762,-0.22559762,-0.24474058,-0.24474058,-1.0265216,0.0
RPL12,0.97707176,0.97707176,1.0387788,1.0387788,1.9334018,0.0
SH2D3C,0.32479438,0.32479438,0.24500981,0.24500981,-1.0265216,0.0
AK1,-0.27499184,-0.27499184,-0.44937998,-0.44937998,-0.111897096,0.0
GOLGA2,-1.3461391,-1.3461391,-1.431124,-1.431124,1.332205,0.0
SPTAN1,0.51897246,0.51897246,0.42146355,0.42146355,1.8587973,0.0
SET,1.109474,1.109474,1.116105,1.116105,0.80272734,0.0
LRRC8A,-0.1683646,-0.1683646,-0.40379593,-0.40379593,-0.111897096,0.0
PTGES,-0.2196604,-0.2196604,-0.41591623,-0.41591623,0.31337905,0.0
USP20,0.6420576,0.6420576,0.56393176,0.56393176,-0.111897096,0.0
FNBP1,0.88003224,0.88003224,0.86421514,0.86421514,0.9697911,0.0
ASS1,-1.2632694,-1.2632694,-1.4572158,-1.4572158,-0.111897096,0.0
ABL1,-2.6067832,-2.6067832,-2.065302,-2.065302,2.1047792,0.0
NUP214,0.059679095,0.059679095,-0.11533845,-0.11533845,2.4094293,0.0
PRRC2B,0.9162449,0.9162449,1.0824004,1.0824004,-1.0265216,0.0
SETX,-0.19070236,-0.19070236,-0.41653386,-0.41653386,-1.0265216,0.0
AK8,0.42383915,0.42383915,0.29018208,0.29018208,-0.111897096,0.0
C9orf9,0.6575215,0.6575215,0.60681343,0.60681343,-1.0265216,0.0
GFI1B,0.97815007,0.97815007,1.2124728,1.2124728,-1.0265216,0.0
C9orf96,-0.6451398,-0.6451398,-0.6221516,-0.6221516,-1.0265216,0.0
SLC2A6,0.51064587,0.51064587,0.44837767,0.44837767,-0.111897096,0.0
BRD3,0.9749105,0.9749105,1.1083444,1.1083444,-1.0265216,0.0
PAEP,0.34096947,0.34096947,0.27574134,0.27574134,-1.0265216,0.0
SOHLH1,1.0830582,1.0830582,1.2864554,1.2864554,-1.0265216,0.0
GPSM1,0.6368263,0.6368263,0.5442534,0.5442534,0.12760599,0.0
NOTCH1,-3.094467,-3.094467,-2.1580563,-2.1580563,2.0651276,0.0
EGFL7,0.20303138,0.20303138,0.12018548,0.12018548,-1.0265216,0.0
EDF1,1.3552185,1.3552185,1.4915621,1.4915621,-1.0265216,0.0
LCN12,-0.05209864,-0.05209864,-0.08942586,-0.08942586,0.12760599,0.0
PTGDS,0.027137658,0.027137658,-0.1410044,-0.1410044,0.31337905,0.0
NPDC1,1.2374536,1.2374536,1.6225897,1.6225897,-0.111897096,0.0
SAPCD2,0.57846534,0.57846534,0.4983347,0.4983347,-1.0265216,0.0
LRRC26,0.43091035,0.43091035,0.32633817,0.32633817,-1.0265216,0.0
TUBB4B,0.7601275,0.7601275,0.7132092,0.7132092,2.7009823,0.0
NOXA1,0.11323813,0.11323813,-0.051310085,-0.051310085,1.0422304,0.0
EHMT1,-0.08549491,-0.08549491,-0.28230238,-0.28230238,1.170565,0.0
IDI2,0.9255948,0.9255948,0.89766043,0.89766043,0.31337905,0.0
IDI1,0.18330374,0.18330374,0.07186605,0.07186605,0.5935012,0.0
KLF6,1.2470765,1.2470765,1.5163633,1.5163633,-1.0265216,0.0
AKR1C1,-2.6067832,-2.6067832,-1.878152,-1.878152,1.108868,0.0
AKR1C2,-2.449784,-2.449784,-1.847306,-1.847306,0.5935012,0.0
AKR1C3,-2.449784,-2.449784,-1.8976933,-1.8976933,1.3797911,0.0
TUBAL3,-0.48167607,-0.48167607,-0.456516,-0.456516,2.556729,0.0
FAM208B,1.405691,1.405691,1.701617,1.701617,-1.0265216,0.0
GATA3,-1.5485461,-1.5485461,-1.6252106,-1.6252106,1.108868,0.0
CELF2,0.45398048,0.45398048,0.41035262,0.41035262,-1.0265216,0.0
OPTN,0.3898665,0.3898665,0.21332073,0.21332073,1.7768432,0.0
MCM10,1.0107827,1.0107827,1.0529934,1.0529934,0.9697911,0.0
PHYH,-0.6031227,-0.6031227,-0.806216,-0.806216,0.46516666,0.0
BEND7,0.982447,0.982447,1.1606504,1.1606504,-1.0265216,0.0
FRMD4A,-1.004546,-1.004546,-1.1228216,-1.1228216,-1.0265216,0.0
OLAH,-2.6067832,-2.6067832,-2.04807,-2.04807,0.12760599,0.0
ACBD7,0.50644547,0.50644547,0.5222676,0.5222676,0.12760599,0.0
CUBN,0.08313371,0.08313371,-0.12213827,-0.12213827,0.9697911,0.0
VIM,-0.48167607,-0.48167607,-0.7222758,-0.7222758,1.6532797,0.0
TMEM236,1.0858375,1.0858375,1.5209424,1.5209424,-1.0265216,0.0
ARL5B,0.667645,0.667645,0.6472773,0.6472773,-1.0265216,0.0
DNAJC1,0.7392572,0.7392572,0.7549786,0.7549786,-1.0265216,0.0
SPAG6,-1.0608624,-1.0608624,-1.2370888,-1.2370888,-1.0265216,0.0
PIP4K2A,0.027137658,0.027137658,-0.19675107,-0.19675107,1.0422304,0.0
MSRB2,0.94393015,0.94393015,0.93191326,0.93191326,-1.0265216,0.0
OTUD1,-1.9621004,-1.9621004,-1.7442585,-1.7442585,0.46516666,0.0
ENKUR,-0.71328133,-0.71328133,-0.9071656,-0.9071656,-1.0265216,0.0
ABI1,-0.35626426,-0.35626426,-0.600829,-0.600829,1.4248035,0.0
BAMBI,0.3997414,0.3997414,0.24761145,0.24761145,0.31337905,0.0
MAP3K8,0.4021888,0.4021888,0.41759664,0.41759664,1.7173518,0.0
ZEB1,0.57846534,0.57846534,0.5995007,0.5995007,1.2280035,0.0
EPC1,0.65240455,0.65240455,0.5838752,0.5838752,0.31337905,0.0
ITGB1,-1.9621004,-1.9621004,-1.7824683,-1.7824683,2.3246925,0.0
CREM,0.84316057,0.84316057,1.03958,1.03958,-0.111897096,0.0
CCNY,0.22222121,0.22222121,0.074742995,0.074742995,-1.0265216,0.0
ZNF33A,0.55918795,0.55918795,0.91968787,0.91968787,0.12760599,0.0
ZNF37A,0.5393674,0.5393674,0.9943044,0.9943044,-1.0265216,0.0
ZNF33B,1.1271305,1.1271305,1.4446756,1.4446756,-1.0265216,0.0
ZNF487,0.541375,0.541375,0.89374626,0.89374626,-1.0265216,0.0
RASSF4,0.08313371,0.08313371,-0.0055942466,-0.0055942466,-1.0265216,0.0
C10orf10,-0.2814172,-0.2814172,-0.43184277,-0.43184277,-1.0265216,0.0
MARCH8,0.22222121,0.22222121,0.08847951,0.08847951,-1.0265216,0.0
FAM21C,-0.6451398,-0.6451398,-0.81650335,-0.81650335,-1.0265216,0.0
ARHGAP22,0.9043799,0.9043799,0.8869818,0.8869818,0.5935012,1.0
C10orf128,0.2190592,0.2190592,0.71323985,0.71323985,-1.0265216,0.0
OGDHL,-0.05209864,-0.05209864,-0.19750242,-0.19750242,-1.0265216,0.0
NCOA4,-1.2898228,-1.2898228,-1.3926506,-1.3926506,-1.0265216,0.0
TIMM23,-0.634398,-0.634398,-0.7263265,-0.7263265,-0.111897096,1.0
ZWINT,0.9573747,0.9573747,0.956635,0.956635,1.3797911,0.0
IPMK,0.46300086,0.46300086,0.2936093,0.2936093,-0.44945776,0.0
CCDC6,0.9393909,0.9393909,0.9630319,0.9630319,-1.0265216,0.0
CDK1,-0.74999833,-0.74999833,-0.9496753,-0.9496753,2.4984865,0.0
ARID5B,0.15610905,0.15610905,0.0029225112,0.0029225112,0.12760599,0.0
EGR2,0.4021888,0.4021888,0.39433715,0.39433715,1.0422304,0.0
NRBF2,0.97815007,0.97815007,0.99068165,0.99068165,-0.44945776,0.0
JMJD1C,0.49369138,0.49369138,0.46384704,0.46384704,-0.111897096,0.0
REEP3,0.48505852,0.48505852,0.48691055,0.48691055,-1.0265216,0.0
DNAJC12,1.2359613,1.2359613,1.5556442,1.5556442,-1.0265216,0.0
SIRT1,-2.8091903,-2.8091903,-2.1153693,-2.1153693,1.6859318,0.0
HNRNPH3,0.9484405,0.9484405,1.0206224,1.0206224,-1.0265216,0.0
RUFY2,0.6776252,0.6776252,0.7287997,0.7287997,-1.0265216,0.0
TET1,-1.1437321,-1.1437321,-1.2433254,-1.2433254,-0.44945776,0.0
SRGN,-1.2129924,-1.2129924,-1.378857,-1.378857,0.31337905,0.0
PRF1,0.9983296,0.9983296,1.045394,1.045394,0.31337905,0.0
ADAMTS14,-0.70145625,-0.70145625,-0.63206285,-0.63206285,0.8904428,0.0
UNC5B,0.3948214,0.3948214,0.31635565,0.31635565,0.5935012,0.0
C10orf54,-0.07579012,-0.07579012,-0.28619185,-0.28619185,-1.0265216,0.0
PSAP,-2.8091903,-2.8091903,-2.112705,-2.112705,1.2817335,0.0
CHST3,-0.77558565,-0.77558565,-0.86375266,-0.86375266,0.8904428,0.0
ANAPC16,0.7818225,0.7818225,0.78418607,0.78418607,1.9796652,0.0
DDIT4,-0.5168622,-0.5168622,-0.7798761,-0.7798761,-0.111897096,0.0
TTC18,-1.2632694,-1.2632694,-1.29796,-1.29796,-1.0265216,0.0
MYOZ1,-0.62381756,-0.62381756,-0.85164493,-0.85164493,-1.0265216,0.0
SYNPO2L,0.25308487,0.25308487,0.11874602,0.11874602,-1.0265216,0.0
ZSWIM8,-0.634398,-0.634398,-0.73568773,-0.73568773,0.31337905,0.0
PLAU,-0.6671286,-0.6671286,-0.8463213,-0.8463213,0.12760599,0.0
VCL,-0.98673296,-0.98673296,-1.1773974,-1.1773974,1.9334018,0.0
KAT6B,0.7392572,0.7392572,0.73826796,0.73826796,0.12760599,0.0
DUSP13,-0.15206468,-0.15206468,-0.26185796,-0.26185796,-1.0265216,0.0
SAMD8,-0.46472162,-0.46472162,-0.658089,-0.658089,-0.111897096,0.0
ZNF503,0.922103,0.922103,0.97937375,0.97937375,-1.0265216,0.0
C10orf11,-3.094467,-3.094467,-2.1580563,-2.1580563,-1.0265216,0.0
RPS24,0.7285852,0.7285852,0.7631582,0.7631582,2.142628,0.0
PPIF,-1.5485461,-1.5485461,-1.5587827,-1.5587827,-1.0265216,0.0
ZCCHC24,-0.47314784,-0.47314784,-0.42623183,-0.42623183,-1.0265216,0.0
FAM213A,-0.32811743,-0.32811743,-0.44200283,-0.44200283,-1.0265216,0.0
SH2D4B,0.17996123,0.17996123,0.3344842,0.3344842,-1.0265216,0.0
CCSER2,-0.25606033,-0.25606033,-0.32487163,-0.32487163,-1.0265216,0.0
GRID1,-1.5485461,-1.5485461,-1.6155715,-1.6155715,-1.0265216,0.0
WAPAL,0.8787922,0.8787922,0.82101417,0.82101417,-1.0265216,0.0
