src,dst
PRKCB,R-HSA-1169091|Activation of NF-kappaB in B cells
PSMC1,R-HSA-1169091|Activation of NF-kappaB in B cells
PSMC2,R-HSA-1169091|Activation of NF-kappaB in B cells
PSMD11,R-HSA-1169091|Activation of NF-kappaB in B cells
PSMD12,R-HSA-1169091|Activation of NF-kappaB in B cells
PSMD14,R-HSA-1169091|Activation of NF-kappaB in B cells
REL,R-HSA-1169091|Activation of NF-kappaB in B cells
RPS27A,R-HSA-1169091|Activation of NF-kappaB in B cells
UBC,R-HSA-1169091|Activation of NF-kappaB in B cells
ACTN2,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
ADCY1,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
ARHGEF7,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
CALM1,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
CREB1,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
DLG1,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
KPNA2,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
NBEA,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
NRGN,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
PRKACB,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
PRKAR1A,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
PRKAR2B,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
PRKX,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBA1A,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBA1B,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBA1C,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBA8,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBAL3,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBB1,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBB2A,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBB2B,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBB3,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
TUBB4B,R-HSA-442755|Activation of NMDA receptors and postsynaptic events
AJUBA,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
CREBBP,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
EGR2,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
EP300,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
HOXA2,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
HOXA3,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
HOXA4,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
HOXB2,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
JUN,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
KMT2C,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
MEIS1,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
NCOA3,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
PBX1,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
POLR2A,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
SUZ12,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
YY1,R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis
CREBBP,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
ELOVL6,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
FASN,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
FDFT1,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
HELZ2,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
HMGCR,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
HMGCS1,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
IDI1,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
MVD,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
PPARA,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
SQLE,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
TBL1X,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
TBL1XR1,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
TM7SF2,R-HSA-2426168|Activation of gene expression by SREBF (SREBP)
CALM1,R-HSA-451326|Activation of kainate receptors upon glutamate binding
DLG1,R-HSA-451326|Activation of kainate receptors upon glutamate binding
GNB3,R-HSA-451326|Activation of kainate receptors upon glutamate binding
GNG4,R-HSA-451326|Activation of kainate receptors upon glutamate binding
GNG8,R-HSA-451326|Activation of kainate receptors upon glutamate binding
PLCB2,R-HSA-451326|Activation of kainate receptors upon glutamate binding
EIF2S1,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
EIF2S3,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
EIF3A,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
EIF3D,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
EIF3E,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
EIF4A2,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
EIF4B,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
EIF4EBP1,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
EIF4G1,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS10,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS12,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS15A,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS16,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS18,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS21,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS23,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS24,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS26,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS27,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS27A,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS28,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS29,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS3A,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS6,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
RPS8,"R-HSA-72662|Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
CNGA1,R-HSA-2485179|Activation of the phototransduction cascade
PDE6A,R-HSA-2485179|Activation of the phototransduction cascade
PDE6G,R-HSA-2485179|Activation of the phototransduction cascade
SAG,R-HSA-2485179|Activation of the phototransduction cascade
SLC24A1,R-HSA-2485179|Activation of the phototransduction cascade
CDC45,R-HSA-68962|Activation of the pre-replicative complex
CDC6,R-HSA-68962|Activation of the pre-replicative complex
CDT1,R-HSA-68962|Activation of the pre-replicative complex
DBF4,R-HSA-68962|Activation of the pre-replicative complex
GMNN,R-HSA-68962|Activation of the pre-replicative complex
MCM10,R-HSA-68962|Activation of the pre-replicative complex
MCM3,R-HSA-68962|Activation of the pre-replicative complex
MCM4,R-HSA-68962|Activation of the pre-replicative complex
MCM5,R-HSA-68962|Activation of the pre-replicative complex
MCM7,R-HSA-68962|Activation of the pre-replicative complex
POLA1,R-HSA-68962|Activation of the pre-replicative complex
PRIM1,R-HSA-68962|Activation of the pre-replicative complex
LPCAT2,R-HSA-1482788|Acyl chain remodelling of PC
PLA2G4A,R-HSA-1482788|Acyl chain remodelling of PC
PLA2G4B,R-HSA-1482788|Acyl chain remodelling of PC
PLA2G4C,R-HSA-1482788|Acyl chain remodelling of PC
PLB1,R-HSA-1482788|Acyl chain remodelling of PC
PNPLA8,R-HSA-1482788|Acyl chain remodelling of PC
ABHD4,R-HSA-1482839|Acyl chain remodelling of PE
MBOAT1,R-HSA-1482839|Acyl chain remodelling of PE
PLA2G4A,R-HSA-1482839|Acyl chain remodelling of PE
PLA2G4B,R-HSA-1482839|Acyl chain remodelling of PE
PLA2G4C,R-HSA-1482839|Acyl chain remodelling of PE
PNPLA8,R-HSA-1482839|Acyl chain remodelling of PE
MBOAT1,R-HSA-1482801|Acyl chain remodelling of PS
OSBPL10,R-HSA-1482801|Acyl chain remodelling of PS
OSBPL8,R-HSA-1482801|Acyl chain remodelling of PS
PLA2G4A,R-HSA-1482801|Acyl chain remodelling of PS
PLA2G4B,R-HSA-1482801|Acyl chain remodelling of PS
ADRM1,R-HSA-1280218|Adaptive Immune System
AGO1,R-HSA-1280218|Adaptive Immune System
AGO4,R-HSA-1280218|Adaptive Immune System
AKT3,R-HSA-1280218|Adaptive Immune System
AP1G1,R-HSA-1280218|Adaptive Immune System
AP1S2,R-HSA-1280218|Adaptive Immune System
ASB2,R-HSA-1280218|Adaptive Immune System
ATF3,R-HSA-1280218|Adaptive Immune System
B2M,R-HSA-1280218|Adaptive Immune System
BCL10,R-HSA-1280218|Adaptive Immune System
BTBD1,R-HSA-1280218|Adaptive Immune System
BTN2A1,R-HSA-1280218|Adaptive Immune System
BTN2A2,R-HSA-1280218|Adaptive Immune System
BTN3A1,R-HSA-1280218|Adaptive Immune System
C3,R-HSA-1280218|Adaptive Immune System
CALM1,R-HSA-1280218|Adaptive Immune System
CALR,R-HSA-1280218|Adaptive Immune System
CANX,R-HSA-1280218|Adaptive Immune System
CCNF,R-HSA-1280218|Adaptive Immune System
CD14,R-HSA-1280218|Adaptive Immune System
CD160,R-HSA-1280218|Adaptive Immune System
CD22,R-HSA-1280218|Adaptive Immune System
CD226,R-HSA-1280218|Adaptive Immune System
CD300A,R-HSA-1280218|Adaptive Immune System
CD3D,R-HSA-1280218|Adaptive Immune System
CD3E,R-HSA-1280218|Adaptive Immune System
CD3G,R-HSA-1280218|Adaptive Immune System
CD40,R-HSA-1280218|Adaptive Immune System
CD74,R-HSA-1280218|Adaptive Immune System
CD79B,R-HSA-1280218|Adaptive Immune System
CD80,R-HSA-1280218|Adaptive Immune System
CD99,R-HSA-1280218|Adaptive Immune System
CDC20,R-HSA-1280218|Adaptive Immune System
CENPE,R-HSA-1280218|Adaptive Immune System
CLEC2B,R-HSA-1280218|Adaptive Immune System
CLEC2D,R-HSA-1280218|Adaptive Immune System
CLTA,R-HSA-1280218|Adaptive Immune System
COL1A1,R-HSA-1280218|Adaptive Immune System
COL2A1,R-HSA-1280218|Adaptive Immune System
CREBBP,R-HSA-1280218|Adaptive Immune System
CTNNB1,R-HSA-1280218|Adaptive Immune System
CTSB,R-HSA-1280218|Adaptive Immune System
CTSC,R-HSA-1280218|Adaptive Immune System
CTSD,R-HSA-1280218|Adaptive Immune System
CTSE,R-HSA-1280218|Adaptive Immune System
CTSF,R-HSA-1280218|Adaptive Immune System
CTSH,R-HSA-1280218|Adaptive Immune System
CTSK,R-HSA-1280218|Adaptive Immune System
CTSL,R-HSA-1280218|Adaptive Immune System
CTSO,R-HSA-1280218|Adaptive Immune System
CTSS,R-HSA-1280218|Adaptive Immune System
CTSV,R-HSA-1280218|Adaptive Immune System
CUL5,R-HSA-1280218|Adaptive Immune System
CYBA,R-HSA-1280218|Adaptive Immune System
CYBB,R-HSA-1280218|Adaptive Immune System
DAD1,R-HSA-1280218|Adaptive Immune System
DCTN3,R-HSA-1280218|Adaptive Immune System
DDOST,R-HSA-1280218|Adaptive Immune System
DERL2,R-HSA-1280218|Adaptive Immune System
DERL3,R-HSA-1280218|Adaptive Immune System
DTX3L,R-HSA-1280218|Adaptive Immune System
DYNC1H1,R-HSA-1280218|Adaptive Immune System
EP300,R-HSA-1280218|Adaptive Immune System
EPAS1,R-HSA-1280218|Adaptive Immune System
ERAP1,R-HSA-1280218|Adaptive Immune System
ERAP2,R-HSA-1280218|Adaptive Immune System
FBXL14,R-HSA-1280218|Adaptive Immune System
FBXL16,R-HSA-1280218|Adaptive Immune System
FBXL22,R-HSA-1280218|Adaptive Immune System
FBXO27,R-HSA-1280218|Adaptive Immune System
FBXO32,R-HSA-1280218|Adaptive Immune System
FBXO44,R-HSA-1280218|Adaptive Immune System
FCGR1A,R-HSA-1280218|Adaptive Immune System
FOS,R-HSA-1280218|Adaptive Immune System
FOSB,R-HSA-1280218|Adaptive Immune System
FYN,R-HSA-1280218|Adaptive Immune System
GAN,R-HSA-1280218|Adaptive Immune System
GRAP2,R-HSA-1280218|Adaptive Immune System
GRB2,R-HSA-1280218|Adaptive Immune System
GSK3B,R-HSA-1280218|Adaptive Immune System
HCST,R-HSA-1280218|Adaptive Immune System
HERC1,R-HSA-1280218|Adaptive Immune System
HERC2,R-HSA-1280218|Adaptive Immune System
HLA-A,R-HSA-1280218|Adaptive Immune System
HLA-B,R-HSA-1280218|Adaptive Immune System
HLA-C,R-HSA-1280218|Adaptive Immune System
HLA-DOB,R-HSA-1280218|Adaptive Immune System
HLA-E,R-HSA-1280218|Adaptive Immune System
HMGB1,R-HSA-1280218|Adaptive Immune System
HSPA5,R-HSA-1280218|Adaptive Immune System
HUWE1,R-HSA-1280218|Adaptive Immune System
ICAM1,R-HSA-1280218|Adaptive Immune System
ICAM2,R-HSA-1280218|Adaptive Immune System
ICAM4,R-HSA-1280218|Adaptive Immune System
ICOSLG,R-HSA-1280218|Adaptive Immune System
IFITM1,R-HSA-1280218|Adaptive Immune System
INPP5D,R-HSA-1280218|Adaptive Immune System
IRF1,R-HSA-1280218|Adaptive Immune System
ITGA4,R-HSA-1280218|Adaptive Immune System
ITGAV,R-HSA-1280218|Adaptive Immune System
ITGB1,R-HSA-1280218|Adaptive Immune System
ITGB2,R-HSA-1280218|Adaptive Immune System
ITPR1,R-HSA-1280218|Adaptive Immune System
ITPR2,R-HSA-1280218|Adaptive Immune System
JAK1,R-HSA-1280218|Adaptive Immune System
JUN,R-HSA-1280218|Adaptive Immune System
JUND,R-HSA-1280218|Adaptive Immune System
KBTBD8,R-HSA-1280218|Adaptive Immune System
KIF11,R-HSA-1280218|Adaptive Immune System
KIF20A,R-HSA-1280218|Adaptive Immune System
KIF23,R-HSA-1280218|Adaptive Immune System
KIF2A,R-HSA-1280218|Adaptive Immune System
KIF2C,R-HSA-1280218|Adaptive Immune System
KIF4A,R-HSA-1280218|Adaptive Immune System
KIFAP3,R-HSA-1280218|Adaptive Immune System
KLHL22,R-HSA-1280218|Adaptive Immune System
KLHL41,R-HSA-1280218|Adaptive Immune System
KMT2A,R-HSA-1280218|Adaptive Immune System
KMT2C,R-HSA-1280218|Adaptive Immune System
LCK,R-HSA-1280218|Adaptive Immune System
LCP2,R-HSA-1280218|Adaptive Immune System
LILRA2,R-HSA-1280218|Adaptive Immune System
LMO7,R-HSA-1280218|Adaptive Immune System
LNX1,R-HSA-1280218|Adaptive Immune System
LTN1,R-HSA-1280218|Adaptive Immune System
LY96,R-HSA-1280218|Adaptive Immune System
MADCAM1,R-HSA-1280218|Adaptive Immune System
MAGT1,R-HSA-1280218|Adaptive Immune System
MALT1,R-HSA-1280218|Adaptive Immune System
MAP3K8,R-HSA-1280218|Adaptive Immune System
MAPKAP1,R-HSA-1280218|Adaptive Immune System
MIB2,R-HSA-1280218|Adaptive Immune System
MRC2,R-HSA-1280218|Adaptive Immune System
MYC,R-HSA-1280218|Adaptive Immune System
MYCN,R-HSA-1280218|Adaptive Immune System
MYLIP,R-HSA-1280218|Adaptive Immune System
NCF2,R-HSA-1280218|Adaptive Immune System
NCF4,R-HSA-1280218|Adaptive Immune System
NCR3,R-HSA-1280218|Adaptive Immune System
NEDD4,R-HSA-1280218|Adaptive Immune System
NEK2,R-HSA-1280218|Adaptive Immune System
NFE2L2,R-HSA-1280218|Adaptive Immune System
NFKB2,R-HSA-1280218|Adaptive Immune System
NFKBIA,R-HSA-1280218|Adaptive Immune System
NFKBIE,R-HSA-1280218|Adaptive Immune System
NPDC1,R-HSA-1280218|Adaptive Immune System
ORAI2,R-HSA-1280218|Adaptive Immune System
OS9,R-HSA-1280218|Adaptive Immune System
OST4,R-HSA-1280218|Adaptive Immune System
OSTC,R-HSA-1280218|Adaptive Immune System
PAK2,R-HSA-1280218|Adaptive Immune System
PDIA3,R-HSA-1280218|Adaptive Immune System
PIK3C3,R-HSA-1280218|Adaptive Immune System
PIK3CB,R-HSA-1280218|Adaptive Immune System
PIK3CG,R-HSA-1280218|Adaptive Immune System
PIK3R1,R-HSA-1280218|Adaptive Immune System
PIK3R3,R-HSA-1280218|Adaptive Immune System
PJA2,R-HSA-1280218|Adaptive Immune System
PPL,R-HSA-1280218|Adaptive Immune System
PPP2R5A,R-HSA-1280218|Adaptive Immune System
PPP3CA,R-HSA-1280218|Adaptive Immune System
PRKACB,R-HSA-1280218|Adaptive Immune System
PRKCB,R-HSA-1280218|Adaptive Immune System
PSMB8,R-HSA-1280218|Adaptive Immune System
PSMB9,R-HSA-1280218|Adaptive Immune System
PSMC1,R-HSA-1280218|Adaptive Immune System
PSMC2,R-HSA-1280218|Adaptive Immune System
PSMD11,R-HSA-1280218|Adaptive Immune System
PSMD12,R-HSA-1280218|Adaptive Immune System
PSMD14,R-HSA-1280218|Adaptive Immune System
PSME1,R-HSA-1280218|Adaptive Immune System
PTPN11,R-HSA-1280218|Adaptive Immune System
PTPRC,R-HSA-1280218|Adaptive Immune System
RAP1B,R-HSA-1280218|Adaptive Immune System
RASGRP2,R-HSA-1280218|Adaptive Immune System
RASGRP3,R-HSA-1280218|Adaptive Immune System
RBCK1,R-HSA-1280218|Adaptive Immune System
REL,R-HSA-1280218|Adaptive Immune System
RICTOR,R-HSA-1280218|Adaptive Immune System
RNF111,R-HSA-1280218|Adaptive Immune System
RNF130,R-HSA-1280218|Adaptive Immune System
RNF19A,R-HSA-1280218|Adaptive Immune System
RNF213,R-HSA-1280218|Adaptive Immune System
RNF217,R-HSA-1280218|Adaptive Immune System
RPN1,R-HSA-1280218|Adaptive Immune System
RPN2,R-HSA-1280218|Adaptive Immune System
RPS27A,R-HSA-1280218|Adaptive Immune System
S100A1,R-HSA-1280218|Adaptive Immune System
S100A9,R-HSA-1280218|Adaptive Immune System
SEC24D,R-HSA-1280218|Adaptive Immune System
SEC31A,R-HSA-1280218|Adaptive Immune System
SEC61A1,R-HSA-1280218|Adaptive Immune System
SEC61B,R-HSA-1280218|Adaptive Immune System
SEC61G,R-HSA-1280218|Adaptive Immune System
SEL1L,R-HSA-1280218|Adaptive Immune System
SH3KBP1,R-HSA-1280218|Adaptive Immune System
SH3RF1,R-HSA-1280218|Adaptive Immune System
SIGLEC10,R-HSA-1280218|Adaptive Immune System
SIGLEC6,R-HSA-1280218|Adaptive Immune System
SIGLEC7,R-HSA-1280218|Adaptive Immune System
SIGLEC9,R-HSA-1280218|Adaptive Immune System
SLAMF6,R-HSA-1280218|Adaptive Immune System
SNAP23,R-HSA-1280218|Adaptive Immune System
SOCS1,R-HSA-1280218|Adaptive Immune System
SOCS3,R-HSA-1280218|Adaptive Immune System
SPSB2,R-HSA-1280218|Adaptive Immune System
STAT1,R-HSA-1280218|Adaptive Immune System
STAT3,R-HSA-1280218|Adaptive Immune System
STT3A,R-HSA-1280218|Adaptive Immune System
SUZ12,R-HSA-1280218|Adaptive Immune System
TAP1,R-HSA-1280218|Adaptive Immune System
TAPBP,R-HSA-1280218|Adaptive Immune System
